Date,Adj Close,Close,High,Low,Open,Volume
1992/1/2,3172.399902,3172.399902,3172.6298829999996,3139.310059,3152.100098,235500.0
1992/1/3,3201.5,3201.5,3210.639893,3165.919922,3172.399902,236200.0
1992/1/6,3200.100098,3200.100098,3213.330078,3191.860107,3201.5,272800.0
1992/1/7,3204.800049,3204.800049,3210.199951,3184.47998,3200.100098,255100.0
1992/1/8,3203.899902,3203.899902,3229.199951,3185.820068,3204.800049,290400.0
1992/1/9,3209.5,3209.5,3228.310059,3192.75,3203.899902,298200.0
1992/1/10,3199.5,3199.5,3217.1298829999996,3185.3798829999996,3209.5,234400.0
1992/1/13,3185.600098,3185.600098,3201.25,3179.110107,3199.5,193000.0
1992/1/14,3246.199951,3246.199951,3248.8798829999996,3182.919922,3185.600098,242200.0
1992/1/15,3258.5,3258.5,3263.419922,3232.110107,3246.199951,295600.0
1992/1/16,3249.600098,3249.600098,3262.75,3222.050049,3258.5,381000.0
1992/1/17,3265.0,3265.0,3279.959961,3243.290039,3249.600098,397800.0
1992/1/20,3254.0,3254.0,3269.899902,3245.080078,3265.0,181900.0
1992/1/21,3223.399902,3223.399902,3254.469971,3215.340088,3254.0,241600.0
1992/1/22,3255.800049,3255.800049,3256.040039,3216.909912,3223.399902,215900.0
1992/1/23,3226.699951,3226.699951,3266.98999,3222.939941,3255.800049,221400.0
1992/1/24,3232.800049,3232.800049,3248.429932,3216.679932,3226.699951,226000.0
1992/1/27,3240.600098,3240.600098,3246.649902,3230.550049,3232.800049,191100.0
1992/1/28,3272.100098,3272.100098,3275.48999,3239.939941,3240.600098,249600.0
1992/1/29,3225.0,3225.0,3299.189941,3218.469971,3272.100098,325000.0
1992/1/30,3244.899902,3244.899902,3247.320068,3216.01001,3225.0,220800.0
1992/1/31,3223.399902,3223.399902,3255.3701170000004,3222.719971,3244.899902,206100.0
1992/2/3,3234.100098,3234.100098,3239.040039,3213.550049,3223.399902,188600.0
1992/2/4,3272.800049,3272.800049,3272.810059,3229.429932,3234.100098,239700.0
1992/2/5,3257.600098,3257.600098,3282.199951,3251.790039,3272.800049,273600.0
1992/2/6,3255.600098,3255.600098,3265.649902,3238.600098,3257.600098,204900.0
1992/2/7,3225.399902,3225.399902,3269.899902,3207.959961,3255.600098,216600.0
1992/2/10,3245.100098,3245.100098,3247.98999,3223.840088,3225.399902,161000.0
1992/2/11,3251.600098,3251.600098,3259.6201170000004,3236.139893,3245.100098,234000.0
1992/2/12,3276.800049,3276.800049,3286.0,3244.6298829999996,3251.600098,215800.0
1992/2/13,3246.699951,3246.699951,3283.98999,3236.360107,3276.800049,222000.0
1992/2/14,3246.0,3246.0,3254.699951,3221.820068,3246.699951,212600.0
1992/2/18,3224.699951,3224.699951,3268.560059,3219.139893,3246.0,219700.0
1992/2/19,3230.300049,3230.300049,3241.72998,3215.340088,3224.699951,229300.0
1992/2/20,3280.600098,3280.600098,3283.77002,3230.550049,3230.600098,258400.0
1992/2/21,3280.199951,3280.199951,3286.669922,3252.909912,3280.600098,268400.0
1992/2/24,3282.399902,3282.399902,3289.800049,3266.100098,3280.199951,178800.0
1992/2/25,3257.800049,3257.800049,3282.199951,3240.3798829999996,3282.199951,209800.0
1992/2/26,3283.300049,3283.300049,3290.919922,3254.469971,3257.800049,211600.0
1992/2/27,3269.5,3269.5,3286.899902,3265.8798829999996,3283.300049,187100.0
1992/2/28,3267.699951,3267.699951,3293.3798829999996,3259.389893,3269.5,179600.0
1992/3/2,3275.300049,3275.300049,3276.6201170000004,3261.399902,3267.699951,172200.0
1992/3/3,3290.300049,3290.300049,3295.6201170000004,3272.810059,3275.300049,195200.0
1992/3/4,3268.600098,3268.600098,3299.639893,3268.560059,3290.300049,228000.0
1992/3/5,3241.5,3241.5,3268.340088,3235.689941,3268.300049,182200.0
1992/3/6,3221.600098,3221.600098,3252.01001,3213.77002,3241.5,184600.0
1992/3/9,3215.100098,3215.100098,3227.189941,3211.310059,3221.600098,165300.0
1992/3/10,3231.0,3231.0,3248.209961,3214.669922,3215.100098,207300.0
1992/3/11,3208.600098,3208.600098,3233.449951,3198.350098,3231.0,176700.0
1992/3/12,3208.600098,3208.600098,3213.100098,3188.280029,3208.600098,180800.0
1992/3/13,3235.899902,3235.899902,3237.030029,3208.179932,3208.600098,163700.0
1992/3/16,3236.399902,3236.399902,3236.580078,3208.409912,3235.899902,150500.0
1992/3/17,3256.0,3256.0,3260.060059,3235.909912,3236.399902,180200.0
1992/3/18,3254.300049,3254.300049,3271.909912,3246.199951,3256.0,178900.0
1992/3/19,3261.399902,3261.399902,3269.899902,3251.149902,3254.300049,171700.0
1992/3/20,3276.399902,3276.399902,3277.280029,3255.810059,3261.399902,286400.0
1992/3/23,3272.100098,3272.100098,3275.939941,3261.179932,3275.899902,156900.0
1992/3/24,3261.0,3261.0,3284.439941,3249.110107,3272.100098,243800.0
1992/3/25,3259.399902,3259.399902,3276.389893,3251.1201170000004,3261.0,189600.0
1992/3/26,3267.699951,3267.699951,3275.040039,3251.340088,3259.399902,181200.0
1992/3/27,3231.399902,3231.399902,3268.110107,3226.52002,3267.699951,151400.0
1992/3/30,3235.199951,3235.199951,3248.8798829999996,3229.429932,3231.399902,126400.0
1992/3/31,3235.5,3235.5,3260.72998,3228.97998,3235.199951,151100.0
1992/4/1,3249.300049,3249.300049,3252.23999,3215.340088,3235.5,188400.0
1992/4/2,3234.100098,3234.100098,3259.6201170000004,3220.26001,3249.300049,190200.0
1992/4/3,3249.100098,3249.100098,3250.889893,3211.310059,3234.100098,211500.0
1992/4/6,3275.5,3275.5,3276.830078,3249.300049,3249.300049,201100.0
1992/4/7,3213.600098,3213.600098,3279.290039,3211.090088,3275.5,224900.0
1992/4/8,3181.399902,3181.399902,3213.600098,3161.22998,3213.600098,297100.0
1992/4/9,3225.0,3225.0,3231.659912,3181.800049,3181.800049,244900.0
1992/4/10,3255.399902,3255.399902,3262.969971,3225.600098,3225.600098,186500.0
1992/4/13,3269.899902,3269.899902,3270.570068,3248.429932,3255.399902,132200.0
1992/4/14,3306.100098,3306.100098,3322.22998,3269.449951,3269.899902,260500.0
1992/4/15,3353.800049,3353.800049,3354.199951,3307.0,3307.0,254600.0
1992/4/16,3366.5,3366.5,3366.5,3343.25,3353.800049,278400.0
1992/4/20,3336.300049,3336.300049,3365.610107,3315.52002,3365.600098,222900.0
1992/4/21,3343.300049,3343.300049,3350.6298829999996,3320.889893,3336.300049,200800.0
1992/4/22,3338.800049,3338.800049,3352.860107,3330.719971,3343.300049,181600.0
1992/4/23,3348.600098,3348.600098,3352.860107,3330.719971,3338.800049,248100.0
1992/4/24,3324.5,3324.5,3361.8100590000004,3323.1201170000004,3348.600098,212200.0
1992/4/27,3304.560059,3304.560059,3324.02002,3303.669922,3324.0,216100.0
1992/4/28,3307.899902,3307.899902,3317.080078,3283.98999,3304.5,188600.0
1992/4/29,3333.199951,3333.199951,3338.77002,3308.100098,3308.100098,212800.0
1992/4/30,3359.100098,3359.100098,3361.139893,3328.48999,3333.199951,229600.0
1992/5/1,3336.100098,3336.100098,3362.030029,3324.02002,3359.100098,193800.0
1992/5/4,3378.100098,3378.100098,3387.5200200000004,3335.8701170000004,3336.100098,186800.0
1992/5/5,3359.399902,3359.399902,3378.1298829999996,3358.899902,3378.100098,180800.0
1992/5/6,3369.399902,3369.399902,3383.719971,3360.0,3360.0,179400.0
1992/5/7,3363.399902,3363.399902,3374.780029,3357.330078,3369.399902,175700.0
1992/5/8,3369.399902,3369.399902,3375.669922,3353.530029,3363.399902,145600.0
1992/5/11,3397.600098,3397.600098,3397.8100590000004,3368.959961,3369.399902,141100.0
1992/5/12,3385.100098,3385.100098,3440.669922,3373.9099119999996,3397.600098,190300.0
1992/5/13,3392.0,3392.0,3396.790039,3378.709961,3385.100098,177200.0
1992/5/14,3368.899902,3368.899902,3393.580078,3357.209961,3392.0,182700.0
1992/5/15,3353.100098,3353.100098,3368.899902,3346.0,3368.899902,184300.0
1992/5/18,3376.0,3376.0,3381.639893,3353.090088,3353.100098,149600.0
1992/5/19,3398.0,3398.0,3440.1899409999996,3368.469971,3376.0,209500.0
1992/5/20,3393.8000490000004,3393.8000490000004,3404.3400880000004,3388.2299799999996,3398.0,342300.0
1992/5/21,3378.6999509999996,3378.6999509999996,3394.0900880000004,3365.540039,3393.8000490000004,191900.0
1992/5/22,3386.8000490000004,3386.8000490000004,3392.6201170000004,3376.5200200000004,3378.6999509999996,176900.0
1992/5/26,3364.1999509999996,3364.1999509999996,3386.8000490000004,3356.4399409999996,3386.8000490000004,259400.0
1992/5/27,3370.399902,3370.399902,3380.330078,3360.070068,3364.1999509999996,223900.0
1992/5/28,3398.399902,3398.399902,3398.429932,3368.6201170000004,3370.399902,183500.0
1992/5/29,3396.899902,3396.899902,3420.209961,3396.100098,3398.399902,207700.0
1992/6/1,3413.1999509999996,3413.1999509999996,3413.469971,3373.030029,3396.899902,212800.0
1992/6/2,3396.100098,3396.100098,3420.469971,3392.7299799999996,3413.1999509999996,223500.0
1992/6/3,3407.0,3407.0,3422.280029,3389.360107,3396.100098,226900.0
1992/6/4,3399.6999509999996,3399.6999509999996,3410.100098,3392.469971,3407.0,243700.0
1992/6/5,3398.6999509999996,3398.6999509999996,3403.100098,3392.469971,3399.6999509999996,237600.0
1992/6/8,3404.100098,3404.100098,3404.1298829999996,3391.6899409999996,3398.6999509999996,162800.0
1992/6/9,3369.899902,3369.899902,3405.429932,3359.5500490000004,3404.100098,175100.0
1992/6/10,3343.199951,3343.199951,3370.9499509999996,3338.290039,3369.899902,208800.0
1992/6/11,3351.5,3351.5,3352.550049,3323.780029,3343.199951,248500.0
1992/6/12,3354.399902,3354.399902,3381.580078,3352.0,3352.0,198200.0
1992/6/15,3354.899902,3354.899902,3363.1899409999996,3337.51001,3354.399902,172200.0
1992/6/16,3329.5,3329.5,3367.1999509999996,3329.48999,3354.899902,191900.0
1992/6/17,3287.800049,3287.800049,3329.75,3283.75,3329.5,281400.0
1992/6/18,3274.100098,3274.100098,3290.429932,3269.030029,3287.800049,256900.0
